# Метеостанция Шереметьево / им. А. С. Пушкина (аэропорт), Россия, METAR=UUEE, выборка с 01.01.2023 по 31.01.2023, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UUEE&lang=ru
#
"Местное время в Шереметьево / им. А. С. Пушкина (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"12.01.2023 20:30";"-7.0";"749.1";"767.3";"73";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"12.01.2023 20:00";"-7.0";"749.1";"767.3";"73";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"12.01.2023 19:30";"-7.0";"749.1";"767.3";"73";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"12.01.2023 19:00";"-7.0";"749.1";"767.3";"73";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"12.01.2023 18:30";"-7.0";"749.1";"767.3";"68";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"12.01.2023 18:00";"-8.0";"749.0";"767.3";"73";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"12.01.2023 17:30";"-8.0";"749.8";"768.1";"73";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"12.01.2023 17:00";"-8.0";"749.8";"768.1";"73";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"12.01.2023 16:30";"-8.0";"749.8";"768.1";"73";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"12.01.2023 16:00";"-8.0";"749.8";"768.1";"73";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"12.01.2023 15:30";"-8.0";"749.8";"768.1";"73";"Ветер, дующий с юго-юго-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"12.01.2023 15:00";"-8.0";"749.8";"768.1";"68";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"12.01.2023 14:30";"-8.0";"749.8";"768.1";"68";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"12.01.2023 14:00";"-8.0";"750.6";"768.9";"68";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"12.01.2023 13:30";"-8.0";"750.6";"768.9";"68";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"12.01.2023 13:00";"-9.0";"750.5";"768.9";"73";"Ветер, дующий с юга";"7";"";"";"";"Рассеянная (40-50%) 420 м";"10.0 и более";"-13.0";
"12.01.2023 12:30";"-9.0";"751.2";"769.6";"73";"Ветер, дующий с юга";"6";"";"";"";"Рассеянная (40-50%) 360 м";"10.0 и более";"-13.0";
"12.01.2023 12:00";"-9.0";"751.2";"769.6";"73";"Ветер, дующий с юга";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"12.01.2023 11:30";"-9.0";"751.2";"769.6";"73";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"12.01.2023 11:00";"-9.0";"751.2";"769.6";"73";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"12.01.2023 10:30";"-9.0";"751.2";"769.6";"73";"Ветер, дующий с юга";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"12.01.2023 10:00";"-8.0";"751.3";"769.6";"68";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"12.01.2023 09:30";"-8.0";"751.3";"769.6";"68";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"12.01.2023 09:00";"-8.0";"751.3";"769.6";"68";"Ветер, дующий с юга";"6";"";"";"";"Разорванная (60-90%) 1170 м";"10.0 и более";"-13.0";
"12.01.2023 08:30";"-8.0";"752.1";"770.4";"68";"Ветер, дующий с юга";"7";"";"";"";"Разорванная (60-90%) 990 м";"10.0 и более";"-13.0";
"12.01.2023 08:00";"-8.0";"752.1";"770.4";"68";"Ветер, дующий с юга";"7";"";"";"";"Разорванная (60-90%) 750 м";"10.0 и более";"-13.0";
"12.01.2023 07:30";"-8.0";"752.1";"770.4";"68";"Ветер, дующий с юга";"6";"";"";"";"Разорванная (60-90%) 690 м";"10.0 и более";"-13.0";
"12.01.2023 07:00";"-8.0";"752.1";"770.4";"68";"Ветер, дующий с юго-юго-востока";"6";"";"";"";"Разорванная (60-90%) 630 м";"10.0 и более";"-13.0";
"12.01.2023 06:30";"-8.0";"752.1";"770.4";"68";"Ветер, дующий с юга";"6";"";"";"";"Разорванная (60-90%) 630 м";"10.0 и более";"-13.0";
"12.01.2023 06:00";"-8.0";"752.1";"770.4";"68";"Ветер, дующий с юга";"5";"";"";"";"Разорванная (60-90%) 600 м";"10.0 и более";"-13.0";
"12.01.2023 05:30";"-8.0";"752.1";"770.4";"68";"Ветер, дующий с юга";"5";"";"";"";"Разорванная (60-90%) 570 м";"10.0 и более";"-13.0";
"12.01.2023 05:00";"-8.0";"752.1";"770.4";"68";"Ветер, дующий с юга";"5";"";"";"";"Разорванная (60-90%) 600 м";"10.0 и более";"-13.0";
"12.01.2023 04:30";"-8.0";"752.7";"771.1";"68";"Ветер, дующий с юга";"5";"";"";"";"Разорванная (60-90%) 600 м";"10.0 и более";"-13.0";
"12.01.2023 04:00";"-8.0";"752.7";"771.1";"68";"Ветер, дующий с юга";"5";"";"";"";"Разорванная (60-90%) 660 м";"10.0 и более";"-13.0";
"12.01.2023 03:30";"-8.0";"752.7";"771.1";"62";"Ветер, дующий с юга";"5";"";"";"";"Разорванная (60-90%) 630 м";"10.0 и более";"-14.0";
"12.01.2023 03:00";"-8.0";"752.7";"771.1";"62";"Ветер, дующий с юга";"6";"";"";"";"Разорванная (60-90%) 630 м";"10.0 и более";"-14.0";
"12.01.2023 02:30";"-9.0";"752.7";"771.1";"67";"Ветер, дующий с юга";"5";"";"";"";"Рассеянная (40-50%) 690 м";"10.0 и более";"-14.0";
"12.01.2023 02:00";"-9.0";"753.5";"771.9";"73";"Ветер, дующий с юга";"5";"";"";"";"Рассеянная (40-50%) 720 м";"10.0 и более";"-13.0";
"12.01.2023 01:30";"-9.0";"753.5";"771.9";"73";"Ветер, дующий с юга";"6";"";"";"";"Рассеянная (40-50%) 750 м";"10.0 и более";"-13.0";
"12.01.2023 01:00";"-9.0";"753.5";"771.9";"73";"Ветер, дующий с юга";"5";"";"";"";"Рассеянная (40-50%) 720 м";"10.0 и более";"-13.0";
"12.01.2023 00:30";"-9.0";"753.5";"771.9";"67";"Ветер, дующий с юга";"6";"";"";"";"Рассеянная (40-50%) 780 м";"10.0 и более";"-14.0";
"12.01.2023 00:00";"-9.0";"753.5";"771.9";"67";"Ветер, дующий с юга";"5";"";"";"";"Рассеянная (40-50%) 810 м";"10.0 и более";"-14.0";
"11.01.2023 23:30";"-9.0";"753.5";"771.9";"73";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 810 м";"9.0";"-13.0";
"11.01.2023 23:00";"-9.0";"754.2";"772.7";"67";"Ветер, дующий с юга";"5";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 870 м";"10.0 и более";"-14.0";
"11.01.2023 22:30";"-9.0";"754.2";"772.7";"67";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 930 м";"10.0 и более";"-14.0";
"11.01.2023 22:00";"-9.0";"754.2";"772.7";"62";"Ветер, дующий с юга";"5";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 900 м";"10.0 и более";"-15.0";
"11.01.2023 21:30";"-9.0";"754.2";"772.7";"62";"Ветер, дующий с юга";"7";"";"";"";"Рассеянная (40-50%) 870 м";"10.0 и более";"-15.0";
"11.01.2023 21:00";"-9.0";"754.2";"772.7";"62";"Ветер, дующий с юга";"6";"";"";"";"Рассеянная (40-50%) 1050 м";"10.0 и более";"-15.0";
"11.01.2023 20:30";"-9.0";"754.2";"772.7";"67";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) снег, поземок, снег";"Снег";"Рассеянная (40-50%) 930 м";"10.0 и более";"-14.0";
"11.01.2023 20:00";"-10.0";"754.2";"772.7";"73";"Ветер, дующий с юга";"7";"";"Слабый(ая)(ые) снег, поземок, снег";"Снег";"Рассеянная (40-50%) 840 м";"10.0 и более";"-14.0";
"11.01.2023 19:30";"-10.0";"754.2";"772.7";"79";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) снег";"Снег";"Рассеянная (40-50%) 960 м";"5.0";"-13.0";
"11.01.2023 19:00";"-10.0";"754.9";"773.4";"73";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) снег";"Снег";"Рассеянная (40-50%) 900 м";"7.0";"-14.0";
"11.01.2023 18:30";"-10.0";"754.9";"773.4";"73";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) снег";"Снег";"Нет существенной облачности";"9.0";"-14.0";
"11.01.2023 18:00";"-10.0";"754.9";"773.4";"73";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 1440 м";"6.0";"-14.0";
"11.01.2023 17:30";"-10.0";"754.9";"773.4";"79";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) снег, поземок, снег";"Снег";"Нет существенной облачности";"4.1";"-13.0";
"11.01.2023 17:00";"-10.0";"754.9";"773.4";"79";"Ветер, дующий с юго-юго-востока";"6";"11";"Слабый(ая)(ые) снег";"Снег";"Нет существенной облачности";"3.3";"-13.0";
"11.01.2023 16:30";"-10.0";"754.9";"773.4";"79";"Ветер, дующий с юго-юго-востока";"7";"";"Слабый(ая)(ые) снег, поземок, снег";"Снег";"Рассеянная (40-50%) 1080 м";"4.2";"-13.0";
"11.01.2023 16:00";"-10.0";"754.9";"773.4";"79";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) снег, поземок, снег";"";"Разорванная (60-90%) 1380 м";"3.6";"-13.0";
"11.01.2023 15:30";"-10.0";"754.9";"773.4";"79";"Ветер, дующий с юга";"6";"12";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 1140 м";"2.9";"-13.0";
"11.01.2023 15:00";"-9.0";"754.9";"773.4";"62";"Ветер, дующий с юга";"8";"13";"Слабый(ая)(ые) снег";"";"Нет существенной облачности";"9.0";"-15.0";
"11.01.2023 14:30";"-9.0";"754.9";"773.4";"62";"Ветер, дующий с юга";"7";"13";"";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"11.01.2023 14:00";"-9.0";"755.4";"773.9";"62";"Ветер, дующий с юга";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"11.01.2023 13:30";"-9.0";"755.4";"773.9";"62";"Ветер, дующий с юга";"7";"13";"";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"11.01.2023 13:00";"-9.0";"755.4";"773.9";"62";"Ветер, дующий с юга";"7";"";"Поземок, снег";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"11.01.2023 12:30";"-9.0";"756.2";"774.7";"57";"Ветер, дующий с юга";"8";"13";"Слабый(ая)(ые) снег";"";"Нет существенной облачности";"9.0";"-16.0";
"11.01.2023 12:00";"-10.0";"756.1";"774.7";"62";"Ветер, дующий с юга";"6";"11";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"11.01.2023 11:30";"-10.0";"756.1";"774.7";"62";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"11.01.2023 11:00";"-10.0";"756.9";"775.5";"62";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"11.01.2023 10:30";"-10.0";"756.9";"775.5";"57";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"11.01.2023 10:00";"-11.0";"756.8";"775.5";"62";"Ветер, дующий с юга";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"11.01.2023 09:30";"-11.0";"756.8";"775.5";"57";"Ветер, дующий с юго-юго-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-18.0";
"11.01.2023 09:00";"-11.0";"756.8";"775.5";"57";"Ветер, дующий с юго-юго-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-18.0";
"11.01.2023 08:30";"-11.0";"756.8";"775.5";"52";"Ветер, дующий с юго-юго-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"11.01.2023 08:00";"-11.0";"756.8";"775.5";"48";"Ветер, дующий с юга";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-20.0";
"11.01.2023 07:30";"-11.0";"756.8";"775.5";"48";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-20.0";
"11.01.2023 07:00";"-11.0";"756.8";"775.5";"52";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"11.01.2023 06:30";"-11.0";"756.8";"775.5";"48";"Ветер, дующий с юга";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-20.0";
"11.01.2023 06:00";"-11.0";"756.8";"775.5";"52";"Ветер, дующий с юго-юго-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"11.01.2023 05:30";"-11.0";"757.5";"776.2";"52";"Ветер, дующий с юга";"5";"11";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"11.01.2023 05:00";"-11.0";"757.5";"776.2";"52";"Ветер, дующий с юга";"7";"12";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"11.01.2023 04:30";"-11.0";"757.5";"776.2";"48";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-20.0";
"11.01.2023 04:00";"-11.0";"757.5";"776.2";"52";"Ветер, дующий с юго-юго-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"11.01.2023 03:30";"-11.0";"757.5";"776.2";"48";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-20.0";
"11.01.2023 03:00";"-11.0";"757.5";"776.2";"52";"Ветер, дующий с юго-юго-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"11.01.2023 02:30";"-11.0";"757.5";"776.2";"52";"Ветер, дующий с юго-юго-востока";"6";"11";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"11.01.2023 02:00";"-11.0";"757.5";"776.2";"52";"Ветер, дующий с юга";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"11.01.2023 01:30";"-11.0";"757.5";"776.2";"52";"Ветер, дующий с юго-юго-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"11.01.2023 01:00";"-11.0";"758.3";"777.0";"57";"Ветер, дующий с юго-юго-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-18.0";
"11.01.2023 00:30";"-11.0";"757.5";"776.2";"57";"Ветер, дующий с юго-юго-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-18.0";
"11.01.2023 00:00";"-11.0";"757.5";"776.2";"62";"Ветер, дующий с юга";"6";"11";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"10.01.2023 23:30";"-11.0";"758.3";"777.0";"62";"Ветер, дующий с юго-юго-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"10.01.2023 23:00";"-11.0";"758.3";"777.0";"62";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"10.01.2023 22:30";"-11.0";"758.3";"777.0";"62";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"10.01.2023 22:00";"-11.0";"758.3";"777.0";"67";"Ветер, дующий с юго-юго-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"10.01.2023 21:30";"-11.0";"758.3";"777.0";"62";"Ветер, дующий с юго-юго-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"10.01.2023 21:00";"-11.0";"758.3";"777.0";"62";"Ветер, дующий с юго-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
